@RELATION 'derisi0.names'

@ATTRIBUTE g1                                      numeric
@ATTRIBUTE g1_bkg                                  numeric
@ATTRIBUTE r1                                      numeric
@ATTRIBUTE r1_bkg                                  numeric
@ATTRIBUTE f1                                      numeric
@ATTRIBUTE g2                                      numeric
@ATTRIBUTE g2_bkg                                  numeric
@ATTRIBUTE r2                                      numeric
@ATTRIBUTE r2_bkg                                  numeric
@ATTRIBUTE f2                                      numeric
@ATTRIBUTE g3                                      numeric
@ATTRIBUTE g3_bkg                                  numeric
@ATTRIBUTE r3                                      numeric
@ATTRIBUTE r3_bkg                                  numeric
@ATTRIBUTE f3                                      numeric
@ATTRIBUTE g4                                      numeric
@ATTRIBUTE g4_bkg                                  numeric
@ATTRIBUTE r4                                      numeric
@ATTRIBUTE r4_bkg                                  numeric
@ATTRIBUTE f4                                      numeric
@ATTRIBUTE g5                                      numeric
@ATTRIBUTE g5_bkg                                  numeric
@ATTRIBUTE r5                                      numeric
@ATTRIBUTE r5_bkg                                  numeric
@ATTRIBUTE f5                                      numeric
@ATTRIBUTE g6                                      numeric
@ATTRIBUTE g6_bkg                                  numeric
@ATTRIBUTE r6                                      numeric
@ATTRIBUTE r6_bkg                                  numeric
@ATTRIBUTE f6                                      numeric
@ATTRIBUTE g7                                      numeric
@ATTRIBUTE g7_bkg                                  numeric
@ATTRIBUTE r7                                      numeric
@ATTRIBUTE r7_bkg                                  numeric
@ATTRIBUTE f7                                      numeric
@ATTRIBUTE g1_ratio                                numeric
@ATTRIBUTE g2_ratio                                numeric
@ATTRIBUTE g3_ratio                                numeric
@ATTRIBUTE g4_ratio                                numeric
@ATTRIBUTE g5_ratio                                numeric
@ATTRIBUTE g6_ratio                                numeric
@ATTRIBUTE g7_ratio                                numeric
@ATTRIBUTE r1_ratio                                numeric
@ATTRIBUTE r2_ratio                                numeric
@ATTRIBUTE r3_ratio                                numeric
@ATTRIBUTE r4_ratio                                numeric
@ATTRIBUTE r5_ratio                                numeric
@ATTRIBUTE r6_ratio                                numeric
@ATTRIBUTE r7_ratio                                numeric
@ATTRIBUTE g1dashbkg                               numeric
@ATTRIBUTE g2dashbkg                               numeric
@ATTRIBUTE g3dashbkg                               numeric
@ATTRIBUTE g4dashbkg                               numeric
@ATTRIBUTE g5dashbkg                               numeric
@ATTRIBUTE g6dashbkg                               numeric
@ATTRIBUTE g7dashbkg                               numeric
@ATTRIBUTE r1dashbkg                               numeric
@ATTRIBUTE r2dashbkg                               numeric
@ATTRIBUTE r3dashbkg                               numeric
@ATTRIBUTE r4dashbkg                               numeric
@ATTRIBUTE r5dashbkg                               numeric
@ATTRIBUTE r6dashbkg                               numeric
@ATTRIBUTE r7dashbkg                               numeric
@ATTRIBUTE class                                   hierarchical 01,01/01,01/01/03,01/01/03/01,01/01/03/01/01,01/01/03/01/02,01/01/03/02,01/01/03/02/01,01/01/03/02/02,01/01/03/03,01/01/03/03/01,01/01/03/03/02,01/01/03/05,01/01/03/05/01,01/01/03/05/02,01/01/05,01/01/05/01,01/01/05/01/01,01/01/05/01/02,01/01/05/03,01/01/06,01/01/06/01,01/01/06/01/01,01/01/06/01/02,01/01/06/02,01/01/06/02/01,01/01/06/02/02,01/01/06/04,01/01/06/04/01,01/01/06/04/02,01/01/06/05,01/01/06/05/01,01/01/06/05/01/01,01/01/06/05/01/02,01/01/06/06,01/01/06/06/01,01/01/06/06/01/03,01/01/06/06/02,01/01/09,01/01/09/01,01/01/09/01/01,01/01/09/01/02,01/01/09/02,01/01/09/02/01,01/01/09/02/02,01/01/09/03,01/01/09/03/01,01/01/09/04,01/01/09/04/01,01/01/09/04/02,01/01/09/05,01/01/09/05/01,01/01/09/06,01/01/09/06/01,01/01/09/06/02,01/01/09/07,01/01/09/07/01,01/01/11,01/01/11/01,01/01/11/02,01/01/11/02/01,01/01/11/02/02,01/01/11/03,01/01/11/03/01,01/01/11/03/02,01/01/11/04,01/01/11/04/01,01/01/11/04/02,01/01/13,01/02,01/02/02,01/02/02/09,01/02/02/09/01,01/02/02/09/05,01/02/03,01/02/03/01,01/02/03/03,01/02/03/04,01/02/07,01/02/07/01,01/02/07/03,01/03,01/03/01,01/03/01/01,01/03/01/03,01/03/04,01/03/04/01,01/03/04/03,01/03/07,01/03/10,01/03/13,01/03/16,01/03/16/01,01/03/16/03,01/04,01/04/04,01/05,01/05/02,01/05/02/04,01/05/02/07,01/05/03,01/05/03/01,01/05/03/01/04,01/05/03/02,01/05/03/02/04,01/05/03/03,01/05/03/03/04,01/05/05,01/05/05/04,01/05/05/07,01/05/06,01/05/06/07,01/05/09,01/05/09/04,01/05/09/07,01/05/11,01/05/11/04,01/05/11/07,01/05/11/07/01,01/05/13,01/05/13/01,01/05/13/03,01/05/25,01/06,01/06/02,01/06/02/01,01/06/02/02,01/06/05,01/06/06,01/06/06/09,01/06/06/11,01/06/10,01/07,01/07/01,01/07/03,01/07/04,01/07/07,01/20,01/20/01,01/20/01/01,01/20/01/07,01/20/05,01/20/05/09,01/20/15,01/20/15/03,01/20/17,01/20/17/01,01/20/17/03,01/20/17/09,01/20/19,01/20/19/01,01/20/19/05,01/20/27,01/20/31,01/20/33,01/20/37,01/20/37/01,01/25,01/25/01,02,02/01,02/01/01,02/01/03,02/04,02/07,02/07/01,02/08,02/10,02/11,02/11/05,02/13,02/13/01,02/13/03,02/13/05,02/16,02/16/01,02/16/03,02/16/09,02/16/11,02/16/13,02/19,02/25,02/45,02/45/11,02/45/15,10,10/01,10/01/02,10/01/03,10/01/03/03,10/01/03/05,10/01/05,10/01/05/01,10/01/05/03,10/01/05/03/01,10/01/05/03/03,10/01/05/03/05,10/01/09,10/01/09/03,10/01/09/05,10/01/11,10/03,10/03/01,10/03/01/01,10/03/01/01/01,10/03/01/01/03,10/03/01/01/05,10/03/01/01/07,10/03/01/01/09,10/03/01/01/11,10/03/01/02,10/03/01/03,10/03/02,10/03/02/01,10/03/03,10/03/04,10/03/04/01,10/03/04/03,10/03/04/05,10/03/04/07,10/03/04/09,10/03/05,10/03/05/01,10/03/05/03,11,11/02,11/02/01,11/02/02,11/02/03,11/02/03/01,11/02/03/01/01,11/02/03/01/04,11/02/03/01/07,11/02/03/04,11/02/03/04/01,11/02/03/04/03,11/04,11/04/01,11/04/02,11/04/03,11/04/03/01,11/04/03/01/10,11/04/03/03,11/04/03/05,11/04/03/11,11/06,11/06/01,11/06/02,11/06/03,12,12/01,12/01/01,12/04,12/04/01,12/04/02,12/04/03,12/07,12/10,14,14/01,14/04,14/07,14/07/01,14/07/02,14/07/02/01,14/07/02/02,14/07/03,14/07/04,14/07/05,14/07/07,14/07/09,14/07/11,14/07/11/01,14/10,14/13,14/13/01,14/13/01/01,14/13/04,14/13/04/02,16,16/01,16/02,16/03,16/03/01,16/03/03,16/06,16/07,16/09,16/11,16/13,16/13/01,16/13/03,16/17,16/17/01,16/17/07,16/17/09,16/19,16/19/01,16/19/03,16/19/05,16/21,16/21/01,16/21/05,16/21/07,16/21/08,16/21/11,16/21/15,16/21/17,18,18/01,18/01/01,18/01/07,18/02,18/02/01,18/02/01/01,18/02/01/01/01,18/02/01/01/03,18/02/01/01/05,18/02/01/02,18/02/01/02/01,18/02/01/02/03,18/02/01/02/05,18/02/03,18/02/05,18/02/09,20,20/01,20/01/01,20/01/01/01,20/01/01/01/01,20/01/01/01/01/01,20/01/01/07,20/01/01/07/05,20/01/01/07/07,20/01/01/07/09,20/01/03,20/01/03/01,20/01/03/03,20/01/07,20/01/09,20/01/10,20/01/11,20/01/13,20/01/15,20/01/17,20/01/21,20/01/23,20/01/25,20/01/26,20/01/27,20/03,20/03/01,20/03/01/01,20/03/01/05,20/03/02,20/03/02/02,20/03/02/02/01,20/03/02/02/02,20/03/02/03,20/03/02/03/01,20/03/22,20/03/25,20/09,20/09/01,20/09/03,20/09/04,20/09/05,20/09/07,20/09/07/03,20/09/07/05,20/09/07/06,20/09/07/25,20/09/07/27,20/09/07/29,20/09/13,20/09/14,20/09/14/02,20/09/16,20/09/16/09,20/09/16/09/03,20/09/18,20/09/18/09,20/09/18/09/01,30,30/01,30/01/05,30/01/05/01,30/01/05/01/03,30/01/05/05,30/01/05/05/01,30/01/05/07,30/01/09,30/01/09/03,30/01/09/07,30/01/09/09,30/01/09/11,30/05,30/05/01,30/05/01/10,30/05/02,30/05/02/24,32,32/01,32/01/01,32/01/03,32/01/04,32/01/05,32/01/06,32/01/07,32/01/09,32/01/11,32/01/13,32/05,32/05/01,32/05/01/01,32/05/01/03,32/05/01/03/03,32/05/01/07,32/05/05,32/05/05/01,32/07,32/07/01,32/07/03,32/07/05,32/07/07,32/07/07/01,32/07/07/03,32/07/07/05,32/07/07/07,32/10,32/10/03,34,34/01,34/01/01,34/01/01/01,34/01/01/03,34/01/03,34/01/03/01,34/01/03/03,34/01/03/05,34/07,34/07/01,34/07/02,34/11,34/11/03,34/11/03/07,34/11/03/11,34/11/03/13,34/11/09,34/11/11,34/11/12,38,38/07,40,40/01,40/01/03,40/01/03/01,40/01/05,40/01/05/01,40/10,40/10/02,40/10/02/01,40/10/02/02,40/10/02/02/01,40/10/02/03,40/10/02/03/02,40/20,41,41/01,41/01/01,42,42/01,42/02,42/03,42/04,42/04/03,42/04/05,42/05,42/07,42/08,42/09,42/10,42/10/03,42/10/05,42/10/07,42/16,42/19,42/22,42/25,42/27,42/27/03,42/29,43,43/01,43/01/03,43/01/03/05,43/01/03/06,43/01/03/09,99

@DATA
15456,2181,14818,1227,0,17648,3406,18252,2869,0,15088,1759,21203,1345,0,11354,1143,13802,806,0,9386,1874,10732,1435,0,13020,2306,13126,1785,0,12413,878,8816,693,0,0.98,0.93,0.67,0.79,0.81,0.94,1.42,1.02,1.08,1.49,1.27,1.23,1.06,0.7,13275,14242,13329,10211,7512,10714,11535,13591,15383,19858,12996,9297,11341,8123,14/04@20/01/01/01@20/01/15@20/03/22@20/09/13@20/09/18/09/01@32/07@34/01/01/01@34/01/01/03@42/25
26912,2595,24517,1415,0,20986,3356,16026,2653,0,23973,2280,20049,1762,0,30595,2106,19164,1431,0,19415,1754,12060,1122,0,16522,2309,10361,1750,0,22482,1382,7551,946,0,1.05,1.32,1.19,1.61,1.61,1.65,3.19,0.95,0.76,0.84,0.62,0.62,0.61,0.31,24317,17630,21693,28489,17661,14213,21100,23102,13373,18287,17733,10938,8611,6605,01/03/16@12/04/01@16/01
7055,2636,6383,1393,0,5811,2571,5292,1570,0,7883,1614,10293,1230,0,10268,2456,8784,2059,0,5201,1738,3483,1106,0,7808,2584,4784,1525,0,6407,1192,2843,808,0,0.89,0.87,0.69,1.16,1.46,1.6,2.56,1.12,1.15,1.45,0.86,0.68,0.63,0.39,4419,3240,6269,7812,3463,5224,5215,4990,3722,9063,6725,2377,3259,2035,01/03/04@01/04@14/07/02
11140,2746,9999,1450,0,8486,2583,7807,1549,0,13001,1744,12494,1293,0,11932,1814,7387,1124,0,9275,1697,4642,1124,0,11084,2642,4586,1616,0,12178,1402,4182,992,0,0.98,0.94,1,1.62,2.15,2.84,3.38,1.02,1.06,1,0.62,0.47,0.35,0.3,8394,5903,11257,10118,7578,8442,10776,8549,6258,11201,6263,3518,2970,3190,01/01/06/04/02@01/01/09/01/01@01/20/19
4672,1972,4192,1064,0,5710,2342,6615,1354,0,3737,1326,5691,960,0,3433,1122,4086,769,0,3542,1428,3863,1216,0,3682,2201,3826,1477,0,3744,863,3540,628,0,0.86,0.64,0.51,0.7,0.8,0.63,0.99,1.16,1.56,1.96,1.43,1.25,1.59,1.01,2700,3368,2411,2311,2114,1481,2881,3128,5261,4731,3317,2647,2349,2912,01/05@02/10@02/13@20/01/15
3909,2081,3243,1027,0,4160,2867,3555,2226,0,3812,1542,3982,1134,0,2236,1082,1561,733,0,2488,1279,1608,1027,0,3132,2248,2643,1745,0,2143,811,1609,587,0,0.82,0.97,0.8,1.39,2.08,0.98,1.3,1.22,1.03,1.25,0.72,0.48,1.02,0.77,1828,1293,2270,1154,1209,884,1332,2216,1329,2848,828,581,898,1022,01/01/03/05/01@01/20/17@02/13@14/07/04
3508,2364,2044,1173,0,4611,3144,4002,2432,0,4711,2018,5764,1605,0,2895,1552,2387,1114,0,2575,1481,1743,981,0,3564,2470,3623,1903,0,2469,1036,1943,766,0,1.31,0.93,0.65,1.05,1.44,0.64,1.22,0.76,1.08,1.54,0.95,0.69,1.56,0.82,1144,1467,2693,1343,1094,1094,1433,871,1570,4159,1273,762,1720,1177,01/05/09/04@01/05/09/07
3708,2585,2261,1376,0,3644,2618,2397,1464,0,2698,1535,2243,1127,0,2499,1368,1705,858,0,2802,1714,1739,1061,0,4566,2570,4620,1638,0,2186,1168,1753,788,0,1.27,1.1,1.04,1.34,1.6,0.67,1.05,0.79,0.91,0.96,0.75,0.63,1.49,0.95,1123,1026,1163,1131,1088,1996,1018,885,933,1116,847,678,2982,965,01/02/07@20/01/07@20/01/11
4346,1960,3937,1040,0,5112,2319,5059,1363,0,3568,1263,4067,911,0,3166,1115,2597,765,0,3250,1403,2774,1188,0,3754,2269,3019,1508,0,3178,897,3269,652,0,0.82,0.76,0.73,1.12,1.16,0.98,0.87,1.22,1.32,1.37,0.89,0.86,1.02,1.15,2386,2793,2305,2051,1847,1485,2281,2897,3696,3156,1832,1586,1511,2617,20/01/07@20/09/18
3865,2542,2340,1305,0,3728,2663,2539,1561,0,2776,1471,2798,1071,0,2643,1373,2208,897,0,2883,1634,2031,1039,0,4000,2638,3516,1712,0,2280,1142,2142,912,0,1.28,1.09,0.76,0.97,1.26,0.75,0.93,0.78,0.92,1.32,1.03,0.79,1.33,1.08,1323,1065,1305,1270,1249,1362,1138,1035,978,1727,1311,992,1804,1230,20/03
3957,1885,3525,1018,0,5011,2366,3410,1327,0,3709,1297,2798,949,0,3064,1081,1590,724,0,2986,1378,1802,1086,0,3679,2254,2747,1471,0,3387,841,3771,707,0,0.83,1.27,1.3,2.29,2.25,1.12,0.83,1.2,0.79,0.77,0.44,0.44,0.89,1.2,2072,2645,2412,1983,1608,1425,2546,2507,2083,1849,866,716,1276,3064,20/01/01/01/01/01@20/01/27@20/09/18@32/07@34/01/01/01
5323,2553,3992,1329,0,4556,2708,3470,1573,0,3457,1537,3290,1148,0,3520,1456,3035,958,0,3522,1802,3159,1127,0,4455,2564,4640,1715,0,2874,1229,2936,956,0,1.04,0.97,0.9,0.99,0.85,0.65,0.83,0.96,1.03,1.11,1.01,1.18,1.54,1.2,2770,1848,1920,2064,1720,1891,1645,2663,1897,2142,2077,2032,2925,1980,10/01/09/05@14/07/04@42/10/03
3702,2465,2101,1246,0,3790,2775,2459,1673,0,2557,1517,2344,1111,0,2534,1408,1776,924,0,2491,1549,1715,978,0,3560,2502,3267,1677,0,2156,1214,1546,796,0,1.45,1.29,0.84,1.32,1.28,0.67,1.26,0.69,0.78,1.19,0.76,0.78,1.49,0.79,1237,1015,1040,1126,942,1058,942,855,786,1233,852,737,1590,750,10/03/01@14/01@16/01
11585,2552,11579,1339,0,8970,2957,8072,1754,0,8379,1764,9850,1290,0,8823,1458,8462,900,0,8090,1703,8844,1139,0,9217,2686,6722,1758,0,7194,1428,3141,998,0,0.88,0.95,0.77,0.97,0.83,1.32,2.69,1.14,1.05,1.3,1.03,1.2,0.76,0.37,9033,6013,6615,7365,6387,6531,5766,10240,6318,8560,7562,7705,4964,2143,14/04@16/01@20/09/01
5361,1864,4786,1004,0,5285,2300,3713,1274,0,5007,1272,5482,924,0,3772,1093,2990,769,0,3973,1366,3600,1246,0,4208,2163,4362,1507,0,3658,892,3155,659,0,0.92,1.22,0.82,1.21,1.11,0.72,1.11,1.09,0.82,1.22,0.83,0.9,1.39,0.9,3497,2985,3735,2679,2607,2045,2766,3782,2439,4558,2221,2354,2855,2496,14/07/11@14/13/01/01@32/01@43/01/03/09
2693,1805,1575,908,0,3161,2084,1957,1079,0,1592,1166,1286,834,0,1568,975,1059,694,0,2679,1530,2208,1304,0,3116,1944,2237,1304,0,1421,814,1302,630,0,1.33,1.23,0.94,1.62,1.27,1.26,0.9,0.75,0.81,1.06,0.62,0.79,0.79,1.11,888,1077,426,593,1149,1172,607,667,878,452,365,904,933,672,10/03/01@10/03/04/01@10/03/04/05@42/04/05@42/05
4750,1807,4848,1003,0,5963,2897,5663,2322,0,6149,1535,5893,1160,0,5663,1041,5129,738,0,6411,1565,5742,1543,0,6493,2198,9846,1868,0,3682,804,4232,676,0,0.77,0.92,0.97,1.05,1.15,0.54,0.81,1.3,1.09,1.03,0.95,0.87,1.85,1.23,2943,3066,4614,4622,4846,4295,2878,3845,3341,4733,4391,4199,7978,3556,14/13/01/01
3468,2335,2231,1224,0,4424,3221,3645,2290,0,4067,1954,3903,1536,0,7434,1543,7928,1094,0,2098,1450,1484,982,0,3263,2353,3160,1820,0,2294,970,1967,732,0,1.13,0.89,0.89,0.86,1.29,0.68,1.07,0.88,1.12,1.12,1.16,0.78,1.47,0.93,1133,1203,2113,5891,648,910,1324,1007,1355,2367,6834,502,1340,1235,11/02/03/01@11/02/03/04
7474,1795,9084,1045,0,8171,3198,7852,2704,0,8028,1547,9617,1217,0,7687,1048,5418,702,0,9352,1462,6442,1223,0,11689,2284,5463,1932,0,5618,906,2604,687,0,0.71,0.97,0.77,1.41,1.51,2.66,2.46,1.41,1.03,1.3,0.71,0.66,0.38,0.41,5679,4973,6481,6639,7890,9405,4712,8039,5148,8400,4716,5219,3531,1917,12/04/01
5683,2386,4640,1316,0,6284,2663,4510,1463,0,3959,1603,3456,1157,0,3881,1400,2905,861,0,3992,1602,3054,1080,0,5237,2639,4192,1748,0,3346,1268,2057,884,0,0.99,1.19,1.02,1.21,1.21,1.06,1.77,1.01,0.84,0.98,0.83,0.83,0.94,0.56,3297,3621,2356,2481,2390,2598,2078,3324,3047,2299,2044,1974,2444,1173,11/04/03/05
10805,2373,11366,1322,0,10652,2817,11512,1762,0,8495,1469,6659,1053,0,9257,1328,4991,852,0,8317,1465,4042,955,0,10755,2537,3420,1582,0,7858,1096,2245,726,0,0.84,0.8,1.25,1.92,2.22,4.47,4.45,1.19,1.25,0.8,0.52,0.45,0.22,0.22,8432,7835,7026,7929,6852,8218,6762,10044,9750,5606,4139,3087,1838,1519,01/04@16/19/03@20/03/25
4202,2376,3028,1264,0,5193,3283,4389,2518,0,6194,2037,6264,1561,0,3699,1422,2730,1020,0,2295,1434,1576,976,0,3776,2395,3429,1951,0,3034,1014,1906,690,0,1.04,1.02,0.88,1.33,1.44,0.93,1.66,0.96,0.98,1.14,0.75,0.69,1.08,0.6,1826,1910,4157,2277,861,1381,2020,1764,1871,4703,1710,600,1478,1216,01/01@32/01/01@32/07/07
5726,1892,5607,1120,0,6008,2739,6254,2267,0,3954,1286,4466,1026,0,4229,1098,4430,832,0,5955,1367,8284,1309,0,7129,2282,16610,1994,0,2724,843,3294,730,0,0.85,0.82,0.78,0.87,0.66,0.33,0.73,1.18,1.22,1.28,1.15,1.52,3.03,1.37,3834,3269,2668,3131,4588,4847,1881,4487,3987,3440,3598,6975,14616,2564,01/06/06/11
3939,2642,2129,1263,0,5071,2600,4431,1845,0,2437,1500,1951,1099,0,2934,1415,1992,975,0,3637,1874,2502,1023,0,3690,2301,3756,1753,0,1702,978,1453,678,0,1.5,0.96,1.1,1.49,1.19,0.69,0.93,0.67,1.04,0.91,0.67,0.84,1.45,1.08,1297,2471,937,1519,1763,1389,724,866,2586,852,1017,1479,2003,775,01/04@14/13@16/19/03
3680,2156,2914,1179,0,5577,3246,5845,2520,0,5977,1821,7304,1409,0,2902,1298,2667,976,0,2368,1637,1687,1035,0,3358,2296,4087,1838,0,2823,912,3100,707,0,0.88,0.7,0.71,0.95,1.12,0.47,0.8,1.14,1.43,1.41,1.05,0.89,2.13,1.25,1524,2331,4156,1604,731,1062,1911,1735,3325,5895,1691,652,2249,2393,14/01
3539,2239,2714,1169,0,5658,3266,5288,2591,0,3599,1729,4149,1329,0,2374,1317,2200,942,0,2350,1453,1681,957,0,3126,2240,3500,1816,0,2278,897,2409,684,0,0.84,0.89,0.66,0.84,1.24,0.53,0.8,1.19,1.12,1.52,1.19,0.81,1.89,1.25,1300,2392,1870,1057,897,886,1381,1545,2697,2820,1258,724,1684,1725,12/01/01@42/16
3623,1708,2514,934,0,6157,1986,4724,1116,0,3228,1068,2732,757,0,4731,988,3475,695,0,3719,1293,3029,1210,0,8835,2161,6403,1575,0,2587,747,2054,623,0,1.21,1.16,1.09,1.35,1.33,1.38,1.29,0.83,0.86,0.92,0.74,0.75,0.72,0.78,1915,4171,2160,3743,2426,6674,1840,1580,3608,1975,2780,1819,4828,1431,01/04/04@01/05/25@02/19@14/07/03@18/02/01
11643,3023,11133,1631,0,6363,2196,7271,1235,0,7165,1411,10382,1059,0,12356,1288,9847,884,0,9278,1806,7650,985,0,15789,2412,5820,1275,0,6669,1002,2301,688,0,0.91,0.69,0.62,1.23,1.12,2.94,3.51,1.1,1.45,1.61,0.81,0.89,0.34,0.28,8620,4167,5754,11068,7472,13377,5667,9502,6036,9323,8963,6665,4545,1613,01/03/13@20/01/17@20/09/18
4458,2191,3783,1143,0,5691,2586,4408,1604,0,3956,1446,5010,1099,0,3624,1247,3417,843,0,4351,1813,4160,1243,0,4273,2292,3700,1571,0,3067,1027,2574,766,0,0.86,1.11,0.64,0.92,0.87,0.93,1.13,1.16,0.9,1.56,1.09,1.15,1.08,0.88,2267,3105,2510,2377,2538,1981,2040,2640,2804,3911,2574,2917,2129,1808,32/01
3004,2192,1979,1096,0,4003,2893,3424,2181,0,2740,1724,2773,1291,0,1888,1264,1589,928,0,2092,1297,1675,961,0,3038,2339,2840,1829,0,1490,859,8874,695,0,0.92,0.89,0.69,0.94,1.11,0.69,0.08,1.09,1.12,1.45,1.06,0.9,1.45,12.5,812,1110,1016,624,795,699,631,883,1243,1482,661,714,1011,8179,01/05@02/04
4497,2634,2918,1284,0,5835,2710,5212,1843,0,3085,1741,2779,1306,0,3952,1606,3297,1133,0,3842,1980,2625,1173,0,3916,2338,3847,1682,0,2164,1054,1752,720,0,1.14,0.93,0.91,1.08,1.28,0.73,1.08,0.88,1.08,1.1,0.93,0.78,1.37,0.93,1863,3125,1344,2346,1862,1578,1110,1634,3369,1473,2164,1452,2165,1032,10/03/01
4345,2702,2794,1292,0,5690,2832,5543,2170,0,3563,1782,3191,1346,0,4102,1599,3106,1170,0,4088,1890,2482,1105,0,4168,2345,3695,1796,0,2289,1095,1608,736,0,1.09,0.85,0.97,1.29,1.6,0.96,1.37,0.92,1.18,1.03,0.78,0.63,1.04,0.73,1643,2858,1781,2503,2198,1823,1194,1502,3373,1845,1936,1377,1899,872,01/03/16/01@11/02/03/04/03@11/04@34/11/03/07@41/01/01
4083,2101,3303,1119,0,4768,3029,4305,2195,0,5444,1746,5822,1355,0,2738,1252,2356,903,0,2507,1438,1876,958,0,3466,2286,3175,1784,0,2578,901,3115,701,0,0.91,0.82,0.83,1.02,1.16,0.85,0.69,1.1,1.22,1.2,0.98,0.86,1.18,1.45,1982,1739,3698,1486,1069,1180,1677,2184,2110,4467,1453,918,1391,2414,01/01/03/05/01@01/04@01/20/17/01
9352,2707,9041,1321,0,8658,2800,8506,2150,0,11997,1888,13363,1448,0,17002,1890,14223,1497,0,11153,1893,6772,1142,0,10518,2543,4400,1826,0,7818,1220,3309,812,0,0.86,0.92,0.85,1.19,1.64,3.1,2.64,1.16,1.09,1.18,0.84,0.61,0.32,0.38,6645,5858,10109,15112,9260,7975,6598,7720,6356,11915,12726,5630,2574,2497,01/03/07@10/01/03
7592,2752,6574,1552,0,7782,3016,7259,2163,0,7071,1925,8073,1585,0,10570,1865,9585,1466,0,7115,1791,5413,1124,0,6610,2493,4548,1768,0,5728,1132,3234,815,0,0.96,0.94,0.79,1.07,1.24,1.48,1.9,1.04,1.06,1.27,0.93,0.81,0.68,0.53,4840,4766,5146,8705,5324,4117,4596,5022,5096,6488,8119,4289,2780,2419,40/01/03@42/25
4149,2150,3452,1224,0,5083,3122,4389,2417,0,6178,1791,5980,1383,0,3226,1206,2140,868,0,2608,1464,1752,1018,0,3581,2168,2702,1692,0,3323,915,1976,629,0,0.9,0.99,0.95,1.59,1.56,1.4,1.79,1.11,1.01,1.05,0.63,0.64,0.71,0.56,1999,1961,4387,2020,1144,1413,2408,2228,1972,4597,1272,734,1010,1347,01/05/06/07@02/11@02/16@42/16
4222,2215,3607,1155,0,5145,3143,4275,2384,0,4581,1829,3245,1445,0,2648,1179,1624,848,0,2894,1463,1852,1050,0,3492,2247,2567,1824,0,2482,924,1526,674,0,0.82,1.06,1.53,1.89,1.78,1.68,1.83,1.22,0.94,0.65,0.53,0.56,0.6,0.55,2007,2002,2752,1469,1431,1245,1558,2452,1891,1800,776,802,743,852,01/04@10/03/01@14/07/03@18/01/01@18/02/01/02/05@30/01/05/01/03@30/05@34/11/03/07@34/11/03/13
4266,2727,2355,1368,0,3284,2179,1992,1208,0,2161,1375,1776,956,0,2810,1290,1800,782,0,2922,1684,1810,1030,0,4891,2268,4376,1322,0,2147,1000,1697,710,0,1.56,1.41,0.96,1.49,1.59,0.86,1.16,0.64,0.71,1.04,0.67,0.63,1.16,0.86,1539,1105,786,1520,1238,2623,1147,987,784,820,1018,780,3054,987,32
5898,2771,5006,1556,0,6581,2944,6386,2189,0,4561,1949,4762,1500,0,7304,1677,6791,1296,0,4246,1916,3251,1145,0,5279,2433,5227,1717,0,4332,1093,2634,728,0,0.91,0.87,0.8,1.02,1.11,0.81,1.7,1.1,1.15,1.25,0.98,0.9,1.23,0.59,3127,3637,2612,5627,2330,2846,3239,3450,4197,3262,5495,2106,3510,1906,12/10
4467,2143,4164,1184,0,5306,3029,5031,2356,0,9128,1714,10095,1339,0,4116,1222,3025,888,0,2554,1398,1938,1162,0,3851,2236,2891,1753,0,3618,901,2465,612,0,0.78,0.85,0.85,1.35,1.49,1.42,1.47,1.28,1.18,1.18,0.74,0.67,0.7,0.68,2324,2277,7414,2894,1156,1615,2717,2980,2675,8756,2137,776,1138,1853,01/01/09/06/01
4003,2232,3139,1266,0,4708,2550,3318,1503,0,3085,1359,2764,990,0,2927,1262,2298,842,0,2873,1698,2196,1248,0,3459,2355,2943,1620,0,2637,1003,2055,729,0,0.95,1.19,0.97,1.14,1.24,0.83,1.23,1.05,0.84,1.03,0.88,0.81,1.2,0.81,1771,2158,1726,1665,1175,1104,1634,1873,1815,1774,1456,948,1323,1326,14/07/05@14/10@14/13/01/01@16/01@34/11/03/07
7856,2614,6460,1293,0,5230,2403,4308,1348,0,4896,1372,4415,1031,0,6653,1557,5547,1048,0,7369,1788,6659,1163,0,7257,2382,4816,1466,0,5397,1464,3452,1004,0,1.01,0.96,1.04,1.13,1.02,1.46,1.61,0.99,1.04,0.96,0.88,0.98,0.68,0.62,5242,2827,3524,5096,5581,4875,3933,5167,2960,3384,4499,5496,3350,2448,14/04@16/07@20/01/10@20/01/21@20/09/01@42/10/05
9386,1971,9808,1122,0,11330,2480,10875,1435,0,6010,1277,7977,931,0,7444,1128,4949,771,0,7571,1505,4495,1166,0,6804,2119,2633,1407,0,8388,984,3026,708,0,0.85,0.94,0.67,1.51,1.82,3.82,3.19,1.18,1.06,1.49,0.66,0.55,0.26,0.31,7415,8850,4733,6316,6066,4685,7404,8686,9440,7046,4178,3329,1226,2318,14/04@20/01/10@20/09/01
